"","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area"
"Crystallised IQ","8.6e-05 (p=0.5)","1.82 (p=0.11)","3.98 (p=0.00023)","1.28 (p=0.11)","0.688 (p=0.38)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","2.47 (p=0.00067)","0.442 (p=0.22)","2.94 (p=0.0039)","4.89 (p=6.8e-05)","8.6e-05 (p=0.5)","0.0267 (p=0.49)","2.57 (p=0.086)","0.21 (p=0.42)","5.21 (p=0.00023)","0.681 (p=0.21)","1.05 (p=0.24)","1.7 (p=0.014)","0.679 (p=0.22)","2.96 (p=0.0043)","1.51 (p=0.081)","0.141 (p=0.32)","2.69 (p=0.0051)","8.6e-05 (p=0.5)","2.62 (p=0.046)","0.466 (p=0.38)","1.44 (p=0.083)","0.0277 (p=0.49)","5.18 (p=0.0011)","8.6e-05 (p=0.5)","1.25 (p=0.015)","1.17 (p=0.15)","3.6 (p=0.0038)","0.297 (p=0.29)","0.207 (p=0.4)","0.921 (p=0.038)","1.55 (p=0.14)","2.96 (p=0.039)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","0.992 (p=0.045)","1.78 (p=0.014)","2.3 (p=0.019)","5.89 (p=1.5e-05)","1.48 (p=0.066)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","3.15 (p=0.046)","1.58 (p=0.052)","2.31 (p=0.012)","0.84 (p=0.19)","8.6e-05 (p=0.5)","1.23 (p=0.1)","3.47 (p=8e-04)","1.43 (p=0.098)","0.57 (p=0.15)","3.89 (p=0.00094)","4.37 (p=0.022)","3.7 (p=0.024)","8.6e-05 (p=0.5)","3.93 (p=0.036)","4.7 (p=0.0077)","2.23 (p=0.048)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","2.77 (p=0.0037)","1.29 (p=0.043)","0.397 (p=0.34)","7.29 (p=0.00029)","2.88 (p=0.026)","13.2 (p=0.0019)","5.98 (p=0.057)","2.83 (p=0.16)","0.657 (p=0.24)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","5.36 (p=0.34)","8.41 (p=0.0069)","3.96 (p=0.45)","8.6e-05 (p=0.5)","6.98 (p=0.068)","8.6e-05 (p=0.5)","2.23 (p=0.033)","4.97 (p=0.049)","0.208 (p=0.42)","8.6e-05 (p=0.5)","2.63 (p=0.17)","8.6e-05 (p=0.5)","0.023 (p=0.5)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","3.23 (p=0.11)","3.5 (p=0.26)","8.6e-05 (p=0.5)","0.889 (p=0.35)","8.6e-05 (p=0.5)","2.78 (p=0.24)","8.6e-05 (p=0.5)","5.51 (p=0.024)","8.6e-05 (p=0.5)","0.967 (p=0.28)","5.17 (p=0.023)","3.88 (p=0.035)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","10.8 (p=0.0075)","1.05 (p=0.18)","0.0684 (p=0.47)","1.74 (p=0.091)","3.43 (p=0.15)","3.46 (p=0.32)","6.4 (p=0.032)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","6.44 (p=0.012)","8.6e-05 (p=0.5)","0.144 (p=0.45)","3.21 (p=0.087)","0.453 (p=0.35)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","0.448 (p=0.3)","3.62 (p=0.069)","8.45 (p=0.013)","3.68 (p=0.18)","1.86 (p=0.18)","8.6e-05 (p=0.5)","1.45 (p=0.35)","0.334 (p=0.45)","8.6e-05 (p=0.5)","1.89 (p=0.5)","8.6e-05 (p=0.5)","3.5 (p=0.11)","10.9 (p=0.0033)","5.1 (p=0.0019)","1.62 (p=0.2)","8.6e-05 (p=0.5)","1.99 (p=0.0029)","0.456 (p=0.069)","8.6e-05 (p=0.5)","9.79 (p=0.0011)","4.72 (p=0.0049)","1.75 (p=0.4)","0.0489 (p=0.5)","3.25 (p=0.0022)","0.406 (p=0.21)","0.303 (p=0.28)","2.08 (p=0.034)","4.27 (p=0.059)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","1.44 (p=0.014)","1.41 (p=0.092)","0.521 (p=0.11)","3.7 (p=0.0047)","2.46 (p=0.054)","8.6e-05 (p=0.5)","8.6e-05 (p=0.5)","1.1 (p=0.062)","0.495 (p=0.1)","8.6e-05 (p=0.5)"
"Delay discounting $200","0.915 (p=0.05)","0.794 (p=0.32)","1.53 (p=0.083)","3.87 (p=0.0089)","0.318 (p=0.4)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.11 (p=0.43)","1.01 (p=0.18)","3.51 (p=0.017)","2.6 (p=0.062)","9.67e-05 (p=0.5)","1.02 (p=0.2)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","1.38 (p=0.16)","9.67e-05 (p=0.5)","0.134 (p=0.44)","0.182 (p=0.39)","0.435 (p=0.29)","0.319 (p=0.41)","0.918 (p=0.28)","9.67e-05 (p=0.5)","2.33 (p=0.016)","9.67e-05 (p=0.5)","1.03 (p=0.36)","1.27 (p=0.24)","1.17 (p=0.17)","0.976 (p=0.26)","2.17 (p=0.13)","9.67e-05 (p=0.5)","0.0376 (p=0.47)","3.53 (p=0.0027)","2.46 (p=0.02)","0.446 (p=0.14)","9.67e-05 (p=0.5)","0.446 (p=0.2)","1.42 (p=0.096)","3.79 (p=0.032)","1.23 (p=0.27)","0.866 (p=0.34)","1.88 (p=0.038)","9.67e-05 (p=0.5)","0.929 (p=0.2)","0.161 (p=0.44)","0.867 (p=0.18)","0.163 (p=0.42)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.0224 (p=0.49)","9.67e-05 (p=0.5)","2.15 (p=0.029)","9.67e-05 (p=0.5)","1.43 (p=0.12)","0.912 (p=0.14)","9.67e-05 (p=0.5)","1.4 (p=0.3)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.493 (p=0.33)","9.67e-05 (p=0.5)","1.28 (p=0.1)","1.54 (p=0.012)","0.273 (p=0.35)","4.51 (p=0.063)","2.91 (p=0.19)","3.7 (p=0.056)","9.67e-05 (p=0.5)","21.6 (p=9e-04)","0.554 (p=0.39)","9.67e-05 (p=0.5)","5.44 (p=0.0045)","0.289 (p=0.42)","6.9 (p=0.2)","19.2 (p=0.0057)","1.18 (p=0.5)","3.91 (p=0.14)","11 (p=0.028)","9.67e-05 (p=0.5)","7.81 (p=0.017)","3.77 (p=0.1)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.64 (p=0.075)","2.77 (p=0.15)","9.67e-05 (p=0.5)","3 (p=0.16)","1.88 (p=0.28)","11.8 (p=0.044)","12.3 (p=0.012)","9.67e-05 (p=0.5)","2.9 (p=0.14)","12.1 (p=0.034)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","6.49 (p=0.061)","3.7 (p=0.22)","1.23 (p=0.38)","9.67e-05 (p=0.5)","4.52 (p=0.067)","9.67e-05 (p=0.5)","10.6 (p=0.12)","4.99 (p=0.23)","9.67e-05 (p=0.5)","6.89 (p=0.01)","9.67e-05 (p=0.5)","3.8 (p=0.32)","5.97 (p=0.067)","4.44 (p=0.14)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","5.81 (p=0.3)","9.67e-05 (p=0.5)","2.1 (p=0.35)","9.67e-05 (p=0.5)","9.1 (p=0.087)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","21.5 (p=0.0024)","0.3 (p=0.48)","1.58 (p=0.26)","1.32 (p=0.31)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","6.28 (p=0.021)","3.34 (p=0.23)","1.45 (p=0.22)","9.67e-05 (p=0.5)","2.04 (p=0.055)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.268 (p=0.41)","9.67e-05 (p=0.5)","2.88 (p=0.0015)","1.93 (p=0.0098)","0.238 (p=0.36)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","1.18 (p=0.096)","9.67e-05 (p=0.5)","0.148 (p=0.36)","0.195 (p=0.33)","9.67e-05 (p=0.5)","0.849 (p=0.13)","9.67e-05 (p=0.5)","0.0876 (p=0.44)","9.67e-05 (p=0.5)","2.06 (p=0.052)","1.71 (p=0.085)","9.67e-05 (p=0.5)","1.74 (p=0.043)","9.67e-05 (p=0.5)","1.15 (p=0.1)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)"
"Delay discounting 40K","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","1.26 (p=0.14)","4.9 (p=0.0016)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","0.15 (p=0.44)","0.0448 (p=0.47)","9.46e-05 (p=0.5)","2.03 (p=0.044)","3.8 (p=0.0067)","9.46e-05 (p=0.5)","1.65 (p=0.076)","9.46e-05 (p=0.5)","1.58 (p=0.26)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","0.147 (p=0.42)","0.133 (p=0.44)","9.46e-05 (p=0.5)","1.3 (p=0.13)","0.191 (p=0.4)","1.23 (p=0.13)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","1.53 (p=0.19)","1.41 (p=0.22)","0.333 (p=0.42)","1.92 (p=0.13)","9.46e-05 (p=0.5)","0.878 (p=0.18)","2.09 (p=0.047)","1.3 (p=0.14)","9.46e-05 (p=0.5)","0.115 (p=0.4)","9.46e-05 (p=0.5)","1.82 (p=0.057)","4.19 (p=0.022)","2.39 (p=0.05)","1.93 (p=0.096)","0.429 (p=0.31)","2.03 (p=0.026)","1.35 (p=0.11)","3.67 (p=0.05)","2.17 (p=0.07)","0.0577 (p=0.49)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","1.31 (p=0.075)","0.193 (p=0.42)","1.17 (p=0.23)","1.07 (p=0.11)","9.46e-05 (p=0.5)","0.328 (p=0.36)","2.69 (p=0.12)","9.46e-05 (p=0.5)","1.58 (p=0.23)","1.56 (p=0.17)","1.72 (p=0.16)","9.46e-05 (p=0.5)","1.17 (p=0.15)","0.638 (p=0.15)","0.288 (p=0.36)","2.32 (p=0.19)","0.155 (p=0.47)","1.51 (p=0.23)","9.46e-05 (p=0.5)","8.9 (p=0.045)","0.339 (p=0.38)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","3.01 (p=0.33)","10.2 (p=0.021)","1.91 (p=0.26)","4.27 (p=0.063)","3.33 (p=0.25)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","2.77 (p=0.23)","9.46e-05 (p=0.5)","5.37 (p=0.09)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","3.57 (p=0.15)","0.294 (p=0.46)","5.7 (p=0.071)","3.09 (p=0.085)","9.46e-05 (p=0.5)","1.55 (p=0.2)","3.84 (p=0.039)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","2.85 (p=0.1)","0.186 (p=0.47)","1.4 (p=0.2)","10.3 (p=0.0014)","1.34 (p=0.23)","2.31 (p=0.33)","5.89 (p=0.1)","6.6 (p=0.038)","1.79 (p=0.19)","2.05 (p=0.23)","3.11 (p=0.11)","4.08 (p=0.17)","9.46e-05 (p=0.5)","3.13 (p=0.22)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","0.392 (p=0.37)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","0.00483 (p=0.5)","5.05 (p=0.16)","9.46e-05 (p=0.5)","0.573 (p=0.39)","5.66 (p=0.077)","2.86 (p=0.16)","1.66 (p=0.29)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","1.89 (p=0.19)","0.334 (p=0.43)","2.88 (p=0.018)","0.173 (p=0.33)","1.89 (p=0.19)","9.46e-05 (p=0.5)","0.825 (p=0.27)","1.61 (p=0.2)","0.437 (p=0.3)","1.9 (p=0.035)","0.822 (p=0.21)","9.46e-05 (p=0.5)","4.44 (p=0.15)","0.133 (p=0.43)","9.46e-05 (p=0.5)","3.56 (p=0.0051)","9.46e-05 (p=0.5)","1.05 (p=0.32)","2.1 (p=0.03)","9.46e-05 (p=0.5)","0.544 (p=0.21)","9.46e-05 (p=0.5)","9.46e-05 (p=0.5)","0.857 (p=0.11)","0.239 (p=0.33)","0.699 (p=0.15)","1.18 (p=0.35)","0.992 (p=0.16)","9.46e-05 (p=0.5)","1.64 (p=0.15)"
"Delay discounting $200 at 1yr","0.851 (p=0.074)","9.61e-05 (p=0.5)","0.757 (p=0.24)","4.49 (p=0.004)","1.17 (p=0.22)","0.206 (p=0.45)","9.61e-05 (p=0.5)","0.52 (p=0.23)","9.61e-05 (p=0.5)","2.54 (p=0.032)","3.87 (p=0.015)","0.798 (p=0.2)","1.35 (p=0.14)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","0.259 (p=0.41)","9.61e-05 (p=0.5)","0.447 (p=0.41)","0.426 (p=0.33)","0.566 (p=0.23)","0.528 (p=0.32)","0.307 (p=0.39)","9.61e-05 (p=0.5)","1.62 (p=0.063)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","0.748 (p=0.27)","0.373 (p=0.39)","1.9 (p=0.16)","0.466 (p=0.29)","0.802 (p=0.13)","3.75 (p=0.00019)","3.15 (p=0.004)","0.59 (p=0.09)","9.61e-05 (p=0.5)","0.0793 (p=0.43)","1.92 (p=0.053)","3.42 (p=0.051)","0.954 (p=0.27)","1.1 (p=0.27)","1.83 (p=0.034)","9.61e-05 (p=0.5)","1.5 (p=0.094)","0.565 (p=0.32)","0.834 (p=0.17)","9.61e-05 (p=0.5)","0.0553 (p=0.48)","0.00538 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","1.14 (p=0.11)","0.565 (p=0.32)","2.5 (p=0.052)","1.81 (p=0.027)","9.61e-05 (p=0.5)","1.03 (p=0.25)","1.06 (p=0.31)","9.61e-05 (p=0.5)","0.669 (p=0.36)","0.0728 (p=0.48)","0.71 (p=0.31)","9.61e-05 (p=0.5)","1.87 (p=0.043)","2.08 (p=0.0015)","0.848 (p=0.14)","1.56 (p=0.27)","3.61 (p=0.15)","5.38 (p=0.045)","9.61e-05 (p=0.5)","8.69 (p=0.14)","0.223 (p=0.43)","9.61e-05 (p=0.5)","1.37 (p=0.22)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","20.7 (p=0.0015)","2.46 (p=0.25)","5.58 (p=0.061)","10.9 (p=0.014)","9.61e-05 (p=0.5)","2.94 (p=0.04)","0.805 (p=0.36)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","0.737 (p=0.36)","2.88 (p=0.1)","0.921 (p=0.25)","3.66 (p=0.1)","9.17 (p=0.085)","9.32 (p=0.0012)","9.61e-05 (p=0.5)","3.5 (p=0.034)","7.55 (p=0.069)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","3.61 (p=0.16)","3.91 (p=0.21)","9.61e-05 (p=0.5)","1.64 (p=0.31)","0.743 (p=0.3)","9.61e-05 (p=0.5)","0.576 (p=0.47)","5.65 (p=0.14)","9.61e-05 (p=0.5)","5.7 (p=0.023)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","4.13 (p=0.055)","1.34 (p=0.17)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","3.56 (p=0.24)","0.353 (p=0.37)","9.61e-05 (p=0.5)","0.0229 (p=0.49)","0.63 (p=0.24)","7.67 (p=0.074)","7.56 (p=0.053)","9.61e-05 (p=0.5)","1.22 (p=0.26)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","0.677 (p=0.33)","9.61e-05 (p=0.5)","3.33 (p=0.088)","1.34 (p=0.35)","3.76 (p=0.0061)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","1.06 (p=0.24)","9.61e-05 (p=0.5)","1.65 (p=0.027)","2.34 (p=0.002)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","0.061 (p=0.46)","1.16 (p=0.15)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)","0.294 (p=0.24)","9.61e-05 (p=0.5)","2.24 (p=0.026)","9.61e-05 (p=0.5)","0.233 (p=0.36)","9.61e-05 (p=0.5)","1.49 (p=0.12)","1.22 (p=0.13)","9.61e-05 (p=0.5)","1.64 (p=0.11)","9.61e-05 (p=0.5)","0.239 (p=0.4)","9.61e-05 (p=0.5)","9.61e-05 (p=0.5)"
"Delay discounting $200 at 3yr","0.089 (p=0.42)","0.663 (p=0.36)","1.62 (p=0.079)","3.47 (p=0.012)","0.479 (p=0.37)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.404 (p=0.38)","1.3 (p=0.18)","2.19 (p=0.09)","9.67e-05 (p=0.5)","0.846 (p=0.24)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.937 (p=0.24)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.165 (p=0.41)","0.125 (p=0.42)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","1.46 (p=0.066)","1.26 (p=0.22)","3.54 (p=0.052)","2.36 (p=0.088)","2.46 (p=0.06)","3.21 (p=0.056)","2.67 (p=0.09)","0.189 (p=0.41)","9.67e-05 (p=0.5)","3.14 (p=0.0052)","2.68 (p=0.021)","0.513 (p=0.13)","9.67e-05 (p=0.5)","1.08 (p=0.044)","0.851 (p=0.18)","3.46 (p=0.048)","3.42 (p=0.064)","9.67e-05 (p=0.5)","0.636 (p=0.3)","9.67e-05 (p=0.5)","0.493 (p=0.34)","0.405 (p=0.34)","1.24 (p=0.088)","0.175 (p=0.41)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","1.93 (p=0.033)","9.67e-05 (p=0.5)","0.992 (p=0.21)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","0.349 (p=0.44)","1.79 (p=0.16)","9.67e-05 (p=0.5)","0.574 (p=0.33)","9.67e-05 (p=0.5)","0.725 (p=0.29)","9.67e-05 (p=0.5)","0.394 (p=0.35)","0.667 (p=0.15)","0.17 (p=0.41)","4.85 (p=0.023)","6.49 (p=0.063)","1.15 (p=0.25)","9.67e-05 (p=0.5)","23.8 (p=0.00031)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","5.44 (p=0.014)","0.697 (p=0.38)","7.94 (p=0.15)","18 (p=0.018)","9.67e-05 (p=0.5)","7.32 (p=0.053)","10.9 (p=0.05)","9.67e-05 (p=0.5)","2.37 (p=0.14)","4.94 (p=0.089)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","4.88 (p=0.24)","0.26 (p=0.44)","9.67e-05 (p=0.5)","2.07 (p=0.26)","0.458 (p=0.43)","13.5 (p=0.045)","14.6 (p=0.0083)","9.67e-05 (p=0.5)","8.42 (p=0.047)","3.57 (p=0.39)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","5.98 (p=0.044)","5.49 (p=0.12)","9.67e-05 (p=0.5)","1.06 (p=0.37)","3.94 (p=0.097)","9.67e-05 (p=0.5)","6.63 (p=0.26)","9.47 (p=0.082)","0.0272 (p=0.49)","5.55 (p=0.027)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.04 (p=0.03)","6.29 (p=0.15)","9.67e-05 (p=0.5)","4.09 (p=0.5)","9.67e-05 (p=0.5)","5.19 (p=0.23)","18.3 (p=0.013)","1.05 (p=0.36)","6.93 (p=0.018)","9.67e-05 (p=0.5)","12.6 (p=0.012)","0.151 (p=0.48)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","14.8 (p=0.049)","14.1 (p=0.037)","6.16 (p=0.23)","10.6 (p=0.038)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","7.12 (p=0.027)","9.67e-05 (p=0.5)","1.28 (p=0.25)","0.92 (p=0.33)","5.45 (p=0.019)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","1.88 (p=0.0037)","1.03 (p=0.073)","0.108 (p=0.41)","9.67e-05 (p=0.5)","0.141 (p=0.4)","2.01 (p=0.023)","9.67e-05 (p=0.5)","0.305 (p=0.32)","0.163 (p=0.38)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)","2.88 (p=0.011)","2.05 (p=0.058)","9.67e-05 (p=0.5)","0.92 (p=0.17)","9.67e-05 (p=0.5)","0.136 (p=0.5)","9.67e-05 (p=0.5)","9.67e-05 (p=0.5)"
