"","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","entorhinal","parahippocampal","temporalpole","fusiform","superiortemporal","middletemporal","inferiortemporal","transversetemporal","bankssts","insula","lingual","pericalcarine","cuneus","lateraloccipital","superiorfrontal","caudalmiddlefrontal","rostralmiddlefrontal","parstriangularis","parsorbitalis","parsopercularis","lateralorbitofrontal","medialorbitofrontal","frontalpole","paracentral","precentral","postcentral","supramarginal","superiorparietal","inferiorparietal","precuneus","rostralanteriorcingulate","caudalanteriorcingulate","posteriorcingulate","isthmuscingulate","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area","Thalamus-Proper","Caudate","Putamen","Pallidum","Hippocampus","Amygdala","Accumbens-area"
"Haematocrit %","2.41 (p=3.6e-02)","2.64 (p=6.3e-02)","7.47 (p=6.4e-03)","4.46 (p=6.4e-02)","4.36 (p=3.5e-02)","0.793 (p=3.9e-01)","3.62 (p=1.2e-01)","0.724 (p=2.1e-01)","6.37e-05 (p=5.0e-01)","1.98 (p=2.2e-01)","1.49 (p=2.1e-01)","6.37e-05 (p=5.0e-01)","1.61 (p=2.3e-01)","6.37e-05 (p=5.0e-01)","1.95 (p=4.1e-01)","4.4 (p=9.6e-02)","7.18 (p=4.5e-02)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","4.14 (p=5.3e-02)","6.37e-05 (p=5.0e-01)","0.0501 (p=4.8e-01)","1.64 (p=2.5e-01)","2.67 (p=1.1e-01)","6.37e-05 (p=5.0e-01)","9.5 (p=2.4e-03)","4.52 (p=2.1e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","0.111 (p=4.7e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","0.157 (p=4.6e-01)","2.7 (p=3.5e-02)","0.517 (p=3.3e-01)","0.868 (p=2.7e-01)","0.97 (p=3.2e-01)","1.84 (p=3.4e-01)","6.37e-05 (p=5.0e-01)","1.19 (p=3.2e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","5.3 (p=6.9e-02)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","7.18 (p=8.5e-02)","2.12 (p=2.4e-01)","6.37e-05 (p=5.0e-01)","2.91 (p=1.4e-01)","6.37e-05 (p=5.0e-01)","2.41 (p=1.6e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","0.0268 (p=5.0e-01)","4.27 (p=1.9e-01)","7.37 (p=5.4e-02)","2.65 (p=2.9e-01)","4.97 (p=1.3e-01)","0.107 (p=4.8e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","0.978 (p=3.4e-01)","2.49 (p=1.3e-01)","1.27 (p=3.1e-01)","8.04 (p=8.6e-02)","6.37e-05 (p=5.0e-01)","12.4 (p=3.0e-02)","6.37e-05 (p=5.0e-01)","2.02 (p=3.1e-01)","17.8 (p=2.2e-02)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","7.11 (p=8.2e-02)","15.9 (p=2.6e-01)","34.4 (p=8.0e-03)","6.37e-05 (p=5.0e-01)","7.27 (p=1.7e-01)","2.41 (p=2.0e-01)","6.37e-05 (p=5.0e-01)","7.44 (p=9.6e-02)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","2.04 (p=3.6e-01)","6.37e-05 (p=5.0e-01)","0.313 (p=4.9e-01)","1.94 (p=2.7e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","15.6 (p=1.1e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","10.9 (p=1.2e-02)","8.01 (p=2.8e-01)","6.37e-05 (p=5.0e-01)","6.41 (p=2.7e-01)","0.288 (p=4.7e-01)","6.37e-05 (p=5.0e-01)","29 (p=1.2e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","1.7 (p=4.1e-01)","6.37e-05 (p=5.0e-01)","17.6 (p=3.0e-03)","12.2 (p=3.0e-02)","11.1 (p=5.6e-02)","3.86 (p=2.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","11.4 (p=1.2e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","0.137 (p=4.7e-01)","2.13 (p=3.3e-01)","5.3 (p=2.3e-01)","0.883 (p=3.4e-01)","6.37e-05 (p=5.0e-01)","5.94 (p=1.3e-02)","5.65 (p=4.1e-01)","0.429 (p=3.9e-01)","2.09 (p=1.5e-01)","2.83 (p=2.3e-01)","0.507 (p=3.3e-01)","6.37e-05 (p=5.0e-01)","0.864 (p=2.5e-01)","6.37e-05 (p=5.0e-01)","0.00458 (p=5.0e-01)","4.73 (p=1.9e-02)","6.37e-05 (p=5.0e-01)","1.34 (p=2.4e-01)","6.37e-05 (p=5.0e-01)","5.36 (p=1.7e-02)","6.37e-05 (p=5.0e-01)","2.16 (p=1.5e-01)","6.37e-05 (p=5.0e-01)","2.81 (p=3.6e-02)","0.193 (p=4.2e-01)","0.144 (p=4.4e-01)","6.37e-05 (p=5.0e-01)","6.37e-05 (p=5.0e-01)","0.536 (p=3.5e-01)","3.08 (p=7.0e-03)","2.48 (p=9.1e-02)"
"Haemoglobin concentration","2.3 (p=3.7e-02)","2.27 (p=7.2e-02)","6.48 (p=7.5e-03)","3.4 (p=1.2e-01)","3.38 (p=6.8e-02)","1.72 (p=2.8e-01)","2.23 (p=2.2e-01)","0.263 (p=3.7e-01)","6.22e-05 (p=5.0e-01)","2.24 (p=1.7e-01)","1.08 (p=2.9e-01)","6.22e-05 (p=5.0e-01)","1.17 (p=2.8e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.19 (p=4.5e-02)","5.92 (p=6.8e-02)","6.22e-05 (p=5.0e-01)","0.0483 (p=4.8e-01)","6.22e-05 (p=5.0e-01)","3.34 (p=9.3e-02)","6.22e-05 (p=5.0e-01)","0.366 (p=3.3e-01)","1.63 (p=2.3e-01)","1.41 (p=2.5e-01)","6.22e-05 (p=5.0e-01)","7.99 (p=8.8e-03)","6.94 (p=9.3e-02)","6.22e-05 (p=5.0e-01)","0.365 (p=4.6e-01)","0.685 (p=3.4e-01)","6.22e-05 (p=5.0e-01)","0.472 (p=3.9e-01)","0.583 (p=3.6e-01)","2.68 (p=4.1e-02)","6.22e-05 (p=5.0e-01)","0.6 (p=3.1e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","0.569 (p=4.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","5.52 (p=7.0e-02)","0.655 (p=4.0e-01)","0.617 (p=4.3e-01)","6.22e-05 (p=5.0e-01)","5 (p=1.7e-01)","2.17 (p=2.3e-01)","6.22e-05 (p=5.0e-01)","3.33 (p=1.2e-01)","6.22e-05 (p=5.0e-01)","1.79 (p=2.1e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","0.0155 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","4 (p=1.8e-01)","5.82 (p=8.0e-02)","1.68 (p=3.4e-01)","5.96 (p=7.7e-02)","0.267 (p=4.6e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","1.1 (p=3.3e-01)","1.64 (p=2.2e-01)","1.31 (p=3.0e-01)","9.56 (p=5.4e-02)","6.22e-05 (p=5.0e-01)","15.8 (p=1.2e-02)","6.22e-05 (p=5.0e-01)","3.32 (p=2.3e-01)","9.27 (p=1.4e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","7.23 (p=7.4e-02)","22.4 (p=1.2e-01)","29.6 (p=1.5e-02)","6.22e-05 (p=5.0e-01)","6.92 (p=2.3e-01)","1.57 (p=2.9e-01)","6.22e-05 (p=5.0e-01)","10.1 (p=5.1e-02)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","2.71 (p=2.1e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","18.5 (p=5.2e-02)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","11.3 (p=8.4e-03)","4.07 (p=3.7e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","44.1 (p=2.5e-02)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.05 (p=3.6e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","11.2 (p=2.4e-02)","9.89 (p=7.6e-02)","9.35 (p=9.0e-02)","4.57 (p=1.5e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","10.7 (p=1.2e-01)","6.22e-05 (p=5.0e-01)","1.34 (p=3.8e-01)","0.303 (p=4.8e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","3.19 (p=2.6e-01)","3.6 (p=2.6e-01)","0.316 (p=4.1e-01)","6.22e-05 (p=5.0e-01)","5.55 (p=1.8e-02)","6.22e-05 (p=5.0e-01)","0.501 (p=3.6e-01)","0.939 (p=3.3e-01)","1.41 (p=4.2e-01)","0.817 (p=2.8e-01)","6.22e-05 (p=5.0e-01)","0.564 (p=2.8e-01)","6.22e-05 (p=5.0e-01)","0.0513 (p=4.8e-01)","4.44 (p=3.4e-02)","6.22e-05 (p=5.0e-01)","0.345 (p=3.7e-01)","6.22e-05 (p=5.0e-01)","6 (p=1.2e-02)","6.22e-05 (p=5.0e-01)","1.37 (p=2.5e-01)","6.22e-05 (p=5.0e-01)","2.77 (p=5.2e-02)","0.87 (p=2.4e-01)","0.139 (p=4.4e-01)","6.22e-05 (p=5.0e-01)","6.22e-05 (p=5.0e-01)","0.495 (p=3.4e-01)","2.84 (p=1.8e-02)","3.08 (p=4.7e-02)"
"White blood cell count","0.0717 (p=4.8e-01)","9.85 (p=2.7e-03)","4.62 (p=3.1e-02)","8.29e-05 (p=5.0e-01)","1.28 (p=2.9e-01)","2.1 (p=2.9e-01)","2.04 (p=3.1e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","4.71 (p=5.4e-02)","7.06 (p=1.2e-02)","8.29e-05 (p=5.0e-01)","2.41 (p=1.9e-01)","8.29e-05 (p=5.0e-01)","4.37 (p=1.5e-01)","8.29e-05 (p=5.0e-01)","0.577 (p=4.3e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","6.38 (p=1.7e-02)","6.22 (p=7.1e-02)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","5.87 (p=2.4e-02)","6.27 (p=6.0e-02)","2.53 (p=2.6e-01)","0.557 (p=4.2e-01)","5.66 (p=7.2e-02)","8.29e-05 (p=5.0e-01)","0.291 (p=4.7e-01)","1.16 (p=3.3e-01)","0.507 (p=4.0e-01)","8.29e-05 (p=5.0e-01)","0.431 (p=3.9e-01)","8.29e-05 (p=5.0e-01)","1.23 (p=2.6e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","2.14 (p=2.2e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","1.16 (p=2.6e-01)","8.29e-05 (p=5.0e-01)","3.7 (p=8.5e-02)","8.29e-05 (p=5.0e-01)","0.375 (p=4.3e-01)","8.29e-05 (p=5.0e-01)","11.9 (p=4.5e-02)","8.29e-05 (p=5.0e-01)","7.65 (p=1.0e-01)","0.775 (p=3.8e-01)","8.29e-05 (p=5.0e-01)","3.98 (p=2.5e-02)","1.38 (p=3.3e-01)","0.951 (p=4.2e-01)","3.77 (p=1.3e-01)","8.29e-05 (p=5.0e-01)","3.07 (p=1.4e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","7.65 (p=6.5e-02)","8.29e-05 (p=5.0e-01)","1.35 (p=3.7e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","7.03 (p=2.9e-02)","4.29 (p=7.8e-02)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","4.37 (p=4.2e-01)","3.53 (p=4.1e-01)","8.65 (p=2.1e-01)","8.29e-05 (p=5.0e-01)","3.89 (p=3.4e-01)","8.73 (p=1.4e-01)","4.98 (p=3.1e-01)","8.29e-05 (p=5.0e-01)","0.449 (p=4.6e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","18.9 (p=6.3e-02)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","0.774 (p=4.4e-01)","8.29e-05 (p=5.0e-01)","4.09 (p=2.9e-01)","8.29e-05 (p=5.0e-01)","2.43 (p=4.0e-01)","6.38 (p=3.1e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","1.57 (p=3.6e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.22 (p=2.4e-01)","20.2 (p=1.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","7.57 (p=2.7e-01)","0.68 (p=4.4e-01)","11.1 (p=1.7e-01)","0.697 (p=4.4e-01)","8.29e-05 (p=5.0e-01)","0.681 (p=4.3e-01)","8.29e-05 (p=5.0e-01)","18.7 (p=5.1e-02)","1.77 (p=3.0e-01)","5.41 (p=2.6e-01)","1.66 (p=3.8e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","4.55 (p=2.0e-01)","4.03 (p=2.0e-01)","15.1 (p=1.3e-01)","3.56 (p=3.3e-01)","33.2 (p=4.2e-03)","10.2 (p=2.0e-01)","8.29e-05 (p=5.0e-01)","16.4 (p=4.6e-02)","0.961 (p=3.6e-01)","8.29e-05 (p=5.0e-01)","8.72 (p=1.5e-01)","8.29e-05 (p=5.0e-01)","2.43 (p=1.6e-01)","5.79 (p=2.2e-03)","3.94 (p=2.2e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","6.8 (p=7.0e-03)","9.52 (p=8.8e-05)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","2.69 (p=3.2e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","0.282 (p=3.8e-01)","3.25 (p=7.0e-02)","8.38 (p=1.1e-02)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","8.29e-05 (p=5.0e-01)","0.0584 (p=4.8e-01)","11.9 (p=6.9e-02)"
"Fluid intelligence","9.54e-05 (p=5.0e-01)","0.259 (p=9.8e-02)","0.265 (p=1.3e-01)","0.538 (p=8.8e-02)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.0263 (p=4.7e-01)","9.54e-05 (p=5.0e-01)","0.0831 (p=3.4e-01)","0.956 (p=1.1e-02)","0.122 (p=3.6e-01)","0.775 (p=2.0e-02)","0.234 (p=1.4e-01)","2.11 (p=4.7e-04)","9.54e-05 (p=5.0e-01)","0.18 (p=2.9e-01)","0.736 (p=7.9e-02)","0.133 (p=3.7e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.556 (p=1.4e-01)","0.0791 (p=4.2e-01)","0.312 (p=5.2e-02)","9.54e-05 (p=5.0e-01)","0.378 (p=5.4e-02)","0.123 (p=3.3e-01)","0.235 (p=1.7e-01)","0.324 (p=2.5e-01)","0.342 (p=1.6e-01)","9.54e-05 (p=5.0e-01)","0.271 (p=2.0e-01)","0.0651 (p=2.7e-01)","0.000764 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.429 (p=7.2e-02)","0.264 (p=1.5e-01)","0.848 (p=3.6e-02)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.0806 (p=4.2e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.186 (p=3.3e-01)","0.114 (p=4.0e-01)","0.212 (p=1.8e-01)","0.466 (p=8.3e-02)","9.54e-05 (p=5.0e-01)","0.0437 (p=4.5e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.259 (p=2.4e-01)","9.54e-05 (p=5.0e-01)","0.501 (p=1.0e-01)","0.736 (p=7.6e-03)","0.342 (p=1.4e-01)","0.392 (p=1.5e-01)","0.26 (p=3.0e-01)","0.01 (p=4.8e-01)","9.54e-05 (p=5.0e-01)","0.989 (p=2.5e-02)","0.313 (p=2.4e-01)","0.141 (p=2.9e-01)","0.000573 (p=5.0e-01)","0.283 (p=1.9e-01)","1.08 (p=1.1e-03)","1.4 (p=1.1e-02)","0.516 (p=3.1e-01)","1.29 (p=9.3e-02)","0.576 (p=1.5e-01)","0.58 (p=3.9e-01)","1.73 (p=8.2e-02)","4.49 (p=6.1e-03)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","6.42 (p=8.6e-03)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.48 (p=8.9e-02)","0.754 (p=1.2e-01)","2.82 (p=2.1e-02)","0.685 (p=2.0e-01)","0.0265 (p=4.7e-01)","0.136 (p=4.0e-01)","9.54e-05 (p=5.0e-01)","0.791 (p=4.0e-01)","2.44 (p=1.3e-01)","9.54e-05 (p=5.0e-01)","0.0276 (p=4.8e-01)","2.65 (p=4.7e-02)","4.89 (p=4.8e-03)","5.76 (p=9.9e-03)","1.51 (p=7.3e-02)","0.0269 (p=4.8e-01)","0.143 (p=4.0e-01)","0.383 (p=2.6e-01)","9.54e-05 (p=5.0e-01)","1.45 (p=1.1e-01)","0.881 (p=2.2e-01)","9.54e-05 (p=5.0e-01)","1.08 (p=4.4e-02)","9.54e-05 (p=5.0e-01)","0.419 (p=1.5e-01)","9.54e-05 (p=5.0e-01)","2.97 (p=5.6e-03)","0.0921 (p=4.5e-01)","1.75 (p=1.7e-01)","0.157 (p=3.5e-01)","0.905 (p=1.7e-01)","0.821 (p=2.2e-01)","9.54e-05 (p=5.0e-01)","0.791 (p=1.5e-01)","0.0361 (p=4.6e-01)","2.06 (p=2.6e-02)","9.54e-05 (p=5.0e-01)","0.975 (p=1.4e-01)","9.54e-05 (p=5.0e-01)","0.0117 (p=4.9e-01)","0.485 (p=2.1e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.253 (p=3.2e-01)","0.566 (p=2.1e-01)","9.54e-05 (p=5.0e-01)","3.37 (p=2.7e-01)","9.54e-05 (p=5.0e-01)","0.782 (p=8.1e-02)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.402 (p=2.9e-01)","1.01 (p=2.5e-01)","9.54e-05 (p=5.0e-01)","1.2 (p=2.8e-03)","0.225 (p=3.8e-01)","0.416 (p=5.6e-02)","1.26 (p=6.9e-02)","0.0207 (p=4.5e-01)","9.54e-05 (p=5.0e-01)","0.728 (p=8.9e-02)","0.659 (p=3.7e-02)","9.54e-05 (p=5.0e-01)","0.635 (p=2.1e-02)","0.0811 (p=2.6e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)","0.982 (p=5.6e-02)","0.0682 (p=3.6e-01)","0.123 (p=1.9e-01)","9.54e-05 (p=5.0e-01)","0.00449 (p=4.8e-01)","9.54e-05 (p=5.0e-01)","0.237 (p=3.1e-01)","0.549 (p=3.8e-02)","0.579 (p=3.4e-01)","0.51 (p=2.8e-02)","0.403 (p=2.1e-01)","0.0995 (p=3.1e-01)","9.54e-05 (p=5.0e-01)","9.54e-05 (p=5.0e-01)"
