ProbeID X Y Z hemi
12_423 151.783737 116.181488 118.986649 lh
12_424 158.422745 117.443497 118.019669 lh
12_425 151.771744 117.015488 119.110657 lh
12_426 158.23674 118.111496 118.106659 lh
12_427 151.847733 117.860489 118.977661 lh
12_428 158.043732 118.902496 118.641663 lh
12_429 157.759735 119.509499 118.546661 lh
12_430 152.080734 118.669487 119.062668 lh
12_431 152.565735 119.194489 118.624664 lh
12_432 157.491745 119.900497 118.30867 lh
12_433 157.634735 119.861496 118.768661 lh
12_434 153.627731 119.813484 118.097656 lh
12_435 157.099731 120.308495 118.159668 lh
12_436 153.874741 120.28849 119.05867 lh
12_437 156.621735 120.682487 118.429657 lh
12_438 156.00174 120.930489 118.934662 lh
12_439 154.554733 120.63649 119.115662 lh
12_440 152.592773 99.876488 120.74765 lh
12_441 151.652771 100.208488 120.721649 lh
12_442 151.940765 99.768486 121.132645 lh
12_443 153.281769 100.300491 120.475647 lh
12_444 153.795761 100.716484 120.635651 lh
12_445 151.076752 100.62149 120.965652 lh
12_446 153.997757 101.463486 120.127655 lh
12_447 150.684753 101.254478 120.833649 lh
12_448 150.369751 101.915482 120.770645 lh
12_449 150.151749 101.662483 121.324646 lh
12_450 154.467758 102.21949 120.212646 lh
12_451 149.987747 102.430481 121.164642 lh
12_452 155.555756 103.782486 120.299652 lh
12_453 155.010757 103.046486 120.224655 lh
12_454 149.984756 103.350479 120.965652 lh
12_455 155.831757 104.490486 119.740662 lh
12_456 150.323761 104.046478 120.267654 lh
12_457 156.247757 105.15049 119.698654 lh
12_458 150.357758 104.95948 120.360641 lh
12_459 156.715759 105.940491 119.644653 lh
12_460 150.466751 105.788483 120.417648 lh
12_461 157.182755 106.775497 119.615662 lh
12_462 150.642761 106.582481 120.362656 lh
12_463 150.897751 107.502487 120.220642 lh
12_464 157.683746 107.746498 119.583649 lh
12_465 158.091751 108.893494 118.940659 lh
12_466 158.521759 109.386497 119.41066 lh
12_467 151.192749 108.657486 119.801651 lh
12_468 158.96376 110.129494 119.366653 lh
12_469 151.447754 109.681488 119.922653 lh
12_470 159.160751 110.964493 118.856659 lh
12_471 151.623749 110.575485 119.901657 lh
12_472 159.434753 111.724495 118.931656 lh
12_473 151.768753 111.394485 119.924652 lh
12_474 151.864761 112.103485 119.878662 lh
12_475 159.558731 112.593498 118.968658 lh
12_476 151.826736 112.815491 119.322662 lh
12_477 159.587738 113.278496 119.077667 lh
12_478 151.918732 113.576485 119.59465 lh
12_479 159.351746 114.184494 118.88266 lh
12_480 151.961746 114.438484 119.802658 lh
12_481 159.201736 115.167496 119.305664 lh
12_482 151.920746 115.395485 119.848663 lh
12_483 158.853745 116.077492 118.730667 lh
12_484 151.826736 116.402489 119.81665 lh
12_485 151.786743 116.828491 120.496658 lh
12_486 158.600739 117.269493 118.681671 lh
12_487 151.757736 117.360489 119.793655 lh
12_488 151.683731 117.64949 120.475662 lh
12_489 158.385742 118.205498 119.015671 lh
12_490 151.794739 118.409485 120.057663 lh
12_491 158.19574 118.848495 119.310669 lh
12_492 157.883743 119.557495 119.221664 lh
12_493 152.243744 119.248489 119.746658 lh
12_494 157.386734 120.376495 119.126663 lh
12_495 154.534744 121.018486 120.29567 lh
12_496 153.023743 119.934486 119.57666 lh
12_497 153.786743 120.550491 120.016663 lh
12_498 156.669739 120.991486 119.606659 lh
12_499 156.064743 121.160484 119.79866 lh
12_500 155.358734 121.062485 119.668671 lh
12_501 152.977768 99.462486 121.527649 lh
12_502 152.339767 99.439491 121.478653 lh
12_503 151.868774 99.588486 121.48465 lh
12_504 151.312775 99.985489 121.501648 lh
12_505 153.525772 99.961487 121.211655 lh
12_506 154.028748 100.62149 121.239655 lh
12_507 150.522751 100.838478 121.582642 lh
12_508 154.255753 101.35849 120.832642 lh
12_509 154.748749 102.166489 120.979645 lh
12_510 149.742752 102.172478 121.697647 lh
12_511 155.765747 103.753487 120.952652 lh
12_512 155.314758 103.028488 121.011642 lh
12_513 149.571747 103.05648 121.787643 lh
12_514 149.701752 103.865479 121.550644 lh
12_515 155.988754 104.425491 120.417664 lh
12_516 149.99675 104.298477 121.034653 lh
12_517 149.738754 104.48848 121.610641 lh
12_518 156.438751 105.141487 120.487656 lh
12_519 150.064758 105.105476 121.135651 lh
12_520 156.911758 105.954498 120.486649 lh
12_521 150.21376 106.007477 121.295654 lh
12_522 157.402756 106.816498 120.46965 lh
12_523 150.576752 106.851479 121.011642 lh
12_524 150.772751 107.458481 121.217651 lh
12_525 157.785751 107.523499 120.472656 lh
12_526 157.947754 107.673492 120.776657 lh
12_527 151.05275 108.065491 120.758652 lh
12_528 150.999756 108.013489 121.398651 lh
12_529 158.244751 108.492493 120.238663 lh
12_530 158.780746 109.466492 120.030655 lh
12_531 158.790756 109.188492 120.654663 lh
12_532 151.60376 109.849487 120.67366 lh
12_533 159.513748 110.990494 119.669662 lh
12_534 151.776749 110.570488 120.78566 lh
12_535 159.788757 111.920494 119.726669 lh
12_536 159.876755 111.254494 120.518661 lh
12_537 151.957748 111.53849 120.836655 lh
12_538 159.811737 112.739494 119.600662 lh
12_539 151.984741 112.616486 120.267654 lh
12_540 159.801743 113.448494 119.769669 lh
12_541 152.079742 113.449486 120.580658 lh
12_542 159.617737 114.358498 119.977661 lh
12_543 152.092743 114.434486 120.737656 lh
12_544 159.07074 115.917496 119.644669 lh
12_545 151.992737 115.625488 120.865662 lh
12_546 159.084732 116.305496 120.25267 lh
12_547 158.877731 116.695496 119.593658 lh
12_548 151.856735 116.481491 121.128662 lh
12_549 158.663742 117.615494 119.672668 lh
12_550 151.681732 117.287491 121.114655 lh
12_551 158.43074 118.389496 119.70166 lh
12_552 151.562744 118.190491 121.077667 lh
12_553 151.679733 118.875488 120.987671 lh
12_554 158.219742 119.061493 119.97966 lh
12_555 151.939743 119.160484 120.550659 lh
12_556 151.852737 119.383492 121.166656 lh
12_557 157.852737 119.964493 120.193665 lh
12_558 152.327744 119.724487 120.643661 lh
12_559 154.575745 121.465485 121.29866 lh
12_560 153.76474 120.984489 121.111664 lh
12_561 152.97374 120.377487 120.904663 lh
12_562 156.713745 121.197487 120.426666 lh
12_563 156.360733 121.282486 120.33667 lh
12_564 155.140732 121.362488 120.65567 lh
12_565 155.808731 121.417488 120.550659 lh
12_566 152.749771 99.088486 122.128647 lh
12_567 151.87677 99.282486 122.032654 lh
12_568 153.484772 99.391487 122.083649 lh
12_569 151.202774 99.64949 122.245651 lh
12_570 154.00177 100.112488 121.85965 lh
12_571 154.230774 100.287491 122.213654 lh
12_572 150.677765 100.19548 122.224655 lh
12_573 150.118759 100.715477 122.339645 lh
12_574 154.443756 101.051491 121.753647 lh
12_575 149.786758 101.440483 122.078644 lh
12_576 149.323761 101.69548 122.751648 lh
12_577 149.413757 102.285477 122.257645 lh
12_578 149.168747 102.338478 122.798645 lh
12_579 155.094757 102.161491 121.890656 lh
12_580 155.78775 103.280487 121.801651 lh
12_581 149.196747 103.022484 122.598648 lh
12_582 156.164749 104.298485 121.174652 lh
12_583 149.369751 104.132477 122.333649 lh
12_584 156.633759 105.062485 121.296661 lh
12_585 149.738754 105.138481 121.883652 lh
12_586 157.126755 105.918495 121.333649 lh
12_587 149.835754 105.830482 122.146652 lh
12_588 157.706757 106.894493 121.378662 lh
12_589 150.262756 106.70948 121.934647 lh
12_590 158.111755 107.777496 121.155655 lh
12_591 150.711761 107.580482 122.006653 lh
12_592 151.058746 108.197487 121.922653 lh
12_593 151.33075 108.821487 121.097656 lh
12_594 159.902756 110.784492 121.237656 lh
12_595 159.354752 110.028496 120.693649 lh
12_596 158.57576 108.503494 121.337662 lh
12_597 158.958755 109.235497 121.106659 lh
12_598 151.66275 109.672485 121.575653 lh
12_599 151.902756 110.543488 121.726654 lh
12_600 152.066757 111.294487 121.819656 lh
12_601 160.107758 111.466492 121.21965 lh
12_602 160.097748 112.401497 120.617661 lh
12_603 152.143753 112.308487 121.419662 lh
12_604 160.033737 113.557495 120.762665 lh
12_605 152.220734 113.402489 121.590652 lh
12_606 159.845734 114.357498 120.922668 lh
12_607 152.209732 114.41349 121.708649 lh
12_608 159.414734 115.362495 120.534668 lh
12_609 152.137741 115.20649 121.82666 lh
12_610 151.990738 115.938484 121.587662 lh
12_611 159.235733 116.445496 121.212662 lh
12_612 158.91774 117.117493 120.483658 lh
12_613 151.810745 116.679489 121.768661 lh
12_614 158.615738 118.219498 120.533661 lh
12_615 151.423737 117.737488 122.024658 lh
12_616 158.260742 119.273499 120.898666 lh
12_617 151.380737 119.032486 121.962662 lh
12_618 150.937744 119.230476 123.051666 lh
12_619 157.789734 120.287498 121.356659 lh
12_620 152.117737 120.001488 121.740662 lh
12_621 153.809738 121.492485 122.130661 lh
12_622 152.233734 120.431488 122.465668 lh
12_623 152.875732 120.81749 122.092667 lh
12_624 157.242737 120.885498 120.513657 lh
12_625 157.182739 121.124496 121.565659 lh
12_626 155.422745 121.71949 121.417664 lh
12_627 156.472733 121.543488 121.265671 lh
12_628 154.713745 121.897491 122.222656 lh
12_629 153.249771 98.811485 122.996643 lh
12_630 152.262772 98.771484 122.865646 lh
12_631 151.812775 98.783478 123.208649 lh
12_632 154.053772 99.606491 122.781647 lh
12_633 151.396774 99.167488 122.922653 lh
12_634 150.827774 99.759491 122.711655 lh
12_635 150.690765 99.572472 123.31665 lh
12_636 154.410751 100.457489 122.507645 lh
12_637 150.178772 100.204483 122.978653 lh
12_638 149.622757 100.938477 122.851654 lh
12_639 154.766754 101.162491 122.590652 lh
12_640 155.178757 101.836487 122.683655 lh
12_641 155.492752 102.471489 122.423645 lh
12_642 149.073761 101.97847 123.186646 lh
12_643 156.133759 103.526489 122.33165 lh
12_644 155.900757 102.95649 122.673645 lh
12_645 148.973755 102.636475 123.23465 lh
12_646 156.350754 104.139488 121.959656 lh
12_647 148.986755 103.539474 123.215652 lh
12_648 156.845749 104.946495 122.133652 lh
12_649 149.458755 105.211479 122.672653 lh
12_650 149.092758 104.53347 123.292648 lh
12_651 157.365753 105.825493 122.233658 lh
12_652 149.730759 106.136482 122.885651 lh
12_653 157.775757 106.474495 122.34465 lh
12_654 157.948761 106.589493 122.674652 lh
12_655 150.255753 107.078484 122.978653 lh
12_656 149.823761 106.501472 123.307648 lh
12_657 158.19075 107.306496 122.172653 lh
12_658 150.861755 107.91349 122.564651 lh
12_659 158.716751 108.117493 122.332657 lh
12_660 151.328751 108.70549 122.419662 lh
12_661 159.768753 110.048492 121.96666 lh
12_662 159.145752 109.068497 121.921661 lh
12_663 151.743759 109.675491 122.555649 lh
12_664 160.165756 110.990494 121.985657 lh
12_665 152.028748 110.644485 122.715652 lh
12_666 160.328751 111.967499 121.845657 lh
12_667 152.176758 111.587486 122.33165 lh
12_668 160.294739 112.882492 121.582657 lh
12_669 152.276749 112.406487 122.453659 lh
12_670 152.327744 113.423485 122.571655 lh
12_671 159.84874 114.800499 121.637665 lh
12_672 152.284744 114.461487 122.603653 lh
12_673 159.557739 115.691498 121.687668 lh
12_674 159.832733 115.266495 122.296661 lh
12_675 152.087738 115.647491 122.447662 lh
12_676 159.411743 116.294495 121.894669 lh
12_677 151.735733 116.759491 122.641663 lh
12_678 159.309738 116.857498 122.289658 lh
12_679 158.957733 117.638496 121.630661 lh
12_680 151.29274 117.484489 122.944656 lh
12_681 150.842743 118.340477 123.018661 lh
12_682 158.586746 118.654495 121.452667 lh
12_683 150.347733 118.854469 123.939667 lh
12_684 158.26474 119.432495 121.863663 lh
12_685 150.940735 119.687477 123.792664 lh
12_686 157.891739 120.051498 122.300659 lh
12_687 151.604736 119.991486 122.867661 lh
12_688 157.463745 120.754494 122.278656 lh
12_689 153.13974 121.381477 123.071671 lh
12_690 152.329742 120.742477 123.109665 lh
12_691 156.783737 121.564491 122.526657 lh
12_692 155.684738 122.046486 122.487671 lh
12_693 154.020737 121.898483 123.056671 lh
12_694 154.822739 122.118477 123.043671 lh
12_695 153.334763 98.477478 123.927643 lh
12_696 152.554764 98.440483 123.615646 lh
12_697 151.977768 98.608482 123.482651 lh
12_698 153.816772 98.935478 123.557648 lh
12_699 154.201767 99.379478 123.645645 lh
12_700 151.525772 98.800484 123.592651 lh
12_701 151.026764 99.138481 123.677643 lh
12_702 151.234772 98.857483 123.985641 lh
12_703 150.622772 99.403473 123.786652 lh
12_704 150.120773 99.75647 123.841644 lh
12_705 154.534775 100.217484 123.313644 lh
12_706 149.497757 100.499474 123.616653 lh
12_707 155.049759 101.177483 123.471649 lh
12_708 149.168747 101.301476 123.389648 lh
12_709 155.528748 102.142479 123.10965 lh
12_710 156.001755 102.664482 123.468643 lh
12_711 148.872757 101.941475 123.754654 lh
12_712 148.75676 102.828476 123.90065 lh
12_713 156.458755 103.742485 122.905655 lh
12_714 157.084747 104.836487 123.051651 lh
12_715 148.773758 103.848473 124.076645 lh
12_716 148.977753 104.865471 124.074646 lh
12_717 157.714752 105.89949 123.185654 lh
12_718 149.286758 105.429474 123.463654 lh
12_719 158.143753 106.72049 123.014648 lh
12_720 150.173752 107.08847 123.806656 lh
12_721 149.557755 106.146469 123.662643 lh
12_722 149.869751 106.655472 123.638641 lh
12_723 158.559753 107.350487 123.125656 lh
12_724 150.835754 107.939484 123.546661 lh
12_725 151.47876 108.968483 123.358658 lh
12_726 151.26976 108.572479 124.036652 lh
12_727 151.813751 109.768478 123.336655 lh
12_728 160.507751 111.385498 122.926666 lh
12_729 152.232758 111.437477 123.213654 lh
12_730 160.592743 112.620499 122.901657 lh
12_731 152.357742 112.437477 123.446655 lh
12_732 160.227737 113.754494 121.92366 lh
12_733 160.521744 113.592491 123.080658 lh
12_734 152.391739 113.530479 123.52066 lh
12_735 160.188736 114.526497 122.742661 lh
12_736 152.291733 114.674477 123.489655 lh
12_737 159.960739 115.330498 122.983658 lh
12_738 160.234741 114.951485 123.536667 lh
12_739 152.021744 115.809479 123.48465 lh
12_740 159.635742 116.039497 122.60466 lh
12_741 151.586746 116.767479 123.518661 lh
12_742 159.091736 117.757484 123.10466 lh
12_743 150.922745 117.48748 123.860657 lh
12_744 150.302734 118.104469 124.163651 lh
12_745 158.676743 118.620499 122.366669 lh
12_746 149.944733 118.739471 124.905655 lh
12_747 158.235733 119.390495 122.881668 lh
12_748 150.365738 119.329475 124.61467 lh
12_749 157.696732 120.10849 123.116669 lh
12_750 150.974731 119.928482 124.73967 lh
12_751 157.188736 120.859489 123.245667 lh
12_752 153.506744 121.740479 124.000656 lh
12_753 153.155731 121.41748 124.758667 lh
12_754 151.742737 120.46048 124.075668 lh
12_755 152.683731 121.184479 124.005661 lh
12_756 156.647736 121.444481 123.666656 lh
12_757 156.073746 121.970482 123.415665 lh
12_758 154.413742 122.067482 123.904663 lh
12_759 155.239746 122.149483 123.636658 lh
12_760 153.384766 98.262482 124.648651 lh
12_761 152.666763 98.17588 124.449646 lh
12_762 151.659775 98.48748 124.239655 lh
12_763 154.039764 98.816483 124.422653 lh
12_764 150.683762 99.121475 124.317642 lh
12_765 154.448776 99.608482 124.083649 lh
12_766 150.005768 99.537476 124.431656 lh
12_767 154.777771 100.263481 124.176651 lh
12_768 149.436768 100.008476 124.460648 lh
12_769 155.124756 100.878479 124.302643 lh
12_770 155.311752 100.971481 124.744644 lh
12_771 148.939758 100.982475 124.260651 lh
12_772 155.577759 101.683479 124.135651 lh
12_773 156.087753 102.439484 124.181656 lh
12_774 148.635757 101.96347 124.513641 lh
12_775 156.382751 103.08448 123.825653 lh
12_776 148.556747 102.89547 124.680649 lh
12_777 156.826752 103.849487 123.880661 lh
12_778 148.572754 103.615471 124.888641 lh
12_779 157.350754 104.783485 124.019653 lh
12_780 148.727753 104.38147 124.777649 lh
12_781 148.944748 105.109474 124.753647 lh
12_782 157.91275 105.615486 124.320663 lh
12_783 149.221756 105.637474 124.260651 lh
12_784 158.264755 106.486488 123.78566 lh
12_785 149.679749 106.470474 124.366653 lh
12_786 150.281754 107.262474 124.510651 lh
12_787 159.08876 108.208488 123.133652 lh
12_788 150.887756 108.021477 124.555649 lh
12_789 151.314758 108.632477 124.626663 lh
12_790 159.651749 109.169487 123.022659 lh
12_791 160.215759 110.190491 123.112656 lh
12_792 160.02475 109.255486 123.85965 lh
12_793 151.668747 109.317482 124.184662 lh
12_794 160.645752 110.724487 123.996658 lh
12_795 152.032761 110.389481 123.83165 lh
12_796 160.83075 111.71949 123.997665 lh
12_797 160.927734 112.512489 124.154663 lh
12_798 152.276749 111.326477 124.403656 lh
12_799 160.787735 113.137489 123.806671 lh
12_800 152.412735 112.590477 124.42865 lh
12_801 152.401733 113.760483 124.45166 lh
12_802 160.679733 114.075485 124.065659 lh
12_803 152.196732 115.019478 124.396652 lh
12_804 160.397736 114.99649 124.235657 lh
12_805 152.018738 115.660477 124.09166 lh
12_806 151.844742 116.122482 124.004654 lh
12_807 151.93074 115.778481 124.458649 lh
12_808 159.976746 115.824486 123.890671 lh
12_809 159.500732 116.854485 123.42067 lh
12_810 159.275742 117.508492 124.089661 lh
12_811 159.634735 116.915489 124.652664 lh
12_812 158.938736 118.085487 124.212662 lh
12_813 151.452744 116.572479 124.493652 lh
12_814 150.778732 117.160469 124.728653 lh
12_815 150.398743 117.582474 124.639648 lh
12_816 149.960739 118.356476 124.721649 lh
12_817 158.633743 118.653488 123.571671 lh
12_818 149.760742 118.582474 125.569656 lh
12_819 149.722733 118.24247 125.45166 lh
12_820 157.990738 119.368484 124.01767 lh
12_821 151.061737 119.921478 125.639664 lh
12_822 150.00174 118.996475 125.289658 lh
12_823 150.380737 119.433472 125.467667 lh
12_824 157.327744 120.08049 124.180664 lh
12_825 151.596741 120.368477 125.021667 lh
12_826 152.391739 120.881477 125.015671 lh
12_827 156.84874 120.826485 124.193665 lh
12_828 154.094742 121.685478 125.108658 lh
12_829 156.59874 121.228477 124.185669 lh
12_830 156.463745 121.421478 124.159668 lh
12_831 156.353745 121.166481 124.691666 lh
12_832 156.183731 121.683479 124.171661 lh
12_833 155.825745 121.562477 124.831665 lh
12_834 154.897736 121.998482 124.505661 lh
12_835 155.566742 121.947479 124.32666 lh
12_836 152.956772 97.987579 125.260651 lh
12_837 152.551773 97.825279 125.917648 lh
12_838 151.865768 98.054977 125.409653 lh
12_839 153.728775 98.276482 125.297653 lh
12_840 154.299774 98.83448 125.405655 lh
12_841 150.847763 98.630478 125.195648 lh
12_842 154.565765 99.514481 124.797653 lh
12_843 149.856766 99.285469 125.119644 lh
12_844 149.236771 99.539474 125.614655 lh
12_845 154.983765 100.281479 124.987656 lh
12_846 155.358749 100.770477 125.366653 lh
12_847 149.19577 99.856476 125.152649 lh
12_848 148.938766 100.398476 124.944641 lh
12_849 155.583755 101.313477 124.946655 lh
12_850 148.622757 101.099472 125.123642 lh
12_851 155.951752 101.922478 124.843643 lh
12_852 156.173752 102.040482 125.384644 lh
12_853 148.436752 102.027473 125.297653 lh
12_854 156.488754 102.815483 124.749649 lh
12_855 148.404755 102.942474 125.453644 lh
12_856 157.091751 103.848488 124.794662 lh
12_857 148.493759 103.830475 125.580643 lh
12_858 157.607758 104.729485 124.949661 lh
12_859 148.742752 104.836472 125.598648 lh
12_860 158.133759 105.513489 125.197662 lh
12_861 149.173752 105.754471 125.231644 lh
12_862 148.953751 105.452469 125.916641 lh
12_863 158.387756 106.231491 124.63765 lh
12_864 149.763748 106.684471 125.381653 lh
12_865 160.015747 108.322487 125.318649 lh
12_866 158.85675 107.161491 124.268661 lh
12_867 159.58876 108.313484 124.243652 lh
12_868 150.432755 107.511475 125.399643 lh
12_869 160.136749 108.948486 124.611649 lh
12_870 160.423752 109.749489 124.294662 lh
12_871 151.042755 108.282478 125.336655 lh
12_872 160.751755 110.156487 124.848663 lh
12_873 151.520752 109.003479 125.217651 lh
12_874 160.97876 110.934486 124.946655 lh
12_875 151.957748 110.019478 125.062653 lh
12_876 161.23175 112.02449 125.273666 lh
12_877 152.192749 110.871483 125.461655 lh
12_878 161.067734 113.077484 124.75267 lh
12_879 152.352753 111.771477 125.377655 lh
12_880 152.431732 112.866478 125.373657 lh
12_881 160.724731 114.710487 125.037659 lh
12_882 152.346741 114.063477 125.417664 lh
12_883 160.36174 115.38549 124.754669 lh
12_884 160.112732 116.059486 125.041656 lh
12_885 151.905731 115.518478 125.433655 lh
12_886 159.474731 117.265488 125.602661 lh
12_887 159.095734 117.790489 125.151657 lh
12_888 150.963745 116.663483 125.402649 lh
12_889 150.390732 117.224472 125.236649 lh
12_890 149.960739 117.726471 125.240662 lh
12_891 150.193741 116.976471 126.097656 lh
12_892 158.409744 118.623489 124.893661 lh
12_893 153.76474 120.018478 126.897659 lh
12_894 149.657745 118.260475 126.021652 lh
12_895 149.870743 118.77047 126.079666 lh
12_896 156.641739 120.203484 125.206665 lh
12_897 156.080734 120.276482 125.81366 lh
12_898 154.140732 120.799477 126.258667 lh
12_899 153.227737 121.090477 125.624664 lh
12_900 151.856735 120.342484 125.736664 lh
12_901 152.575745 120.656479 125.85466 lh
12_902 155.897736 120.934479 125.449661 lh
12_903 154.658737 121.225479 125.810669 lh
12_904 155.168732 121.547478 125.29567 lh
12_905 155.335739 120.58548 126.137665 lh
12_906 151.963776 97.823677 126.23764 lh
12_907 153.345764 97.904083 126.151642 lh
12_908 151.371765 97.973579 126.295639 lh
12_909 154.017776 98.36348 125.966644 lh
12_910 154.457764 98.828484 126.213638 lh
12_911 150.827774 98.305481 126.022644 lh
12_912 150.193771 98.726471 125.817642 lh
12_913 149.490768 99.059471 126.082642 lh
12_914 154.721771 99.48848 125.634644 lh
12_915 149.093765 99.488472 125.994644 lh
12_916 155.111771 100.124481 125.877655 lh
12_917 155.459747 100.661484 126.045639 lh
12_918 148.796768 100.124474 125.735641 lh
12_919 155.782761 101.346481 125.615646 lh
12_920 156.180756 101.819481 126.05864 lh
12_921 148.40976 101.15847 125.938644 lh
12_922 148.24176 101.355469 126.658646 lh
12_923 156.452759 102.403481 125.614655 lh
12_924 148.290756 102.128471 126.047638 lh
12_925 148.164749 102.266472 126.759644 lh
12_926 156.842758 103.062485 125.598648 lh
12_927 148.286758 103.043472 126.242645 lh
12_928 148.171753 103.017471 126.954651 lh
12_929 157.345749 103.888489 125.693649 lh
12_930 148.382751 104.013474 126.708649 lh
12_931 157.865753 104.735489 125.822662 lh
12_932 158.290756 105.40049 125.899658 lh
12_933 158.490753 105.573486 126.205643 lh
12_934 148.743759 105.106476 126.495651 lh
12_935 159.872757 107.71949 126.171661 lh
12_936 158.691757 106.216484 125.599655 lh
12_937 159.38176 107.390488 125.348663 lh
12_938 149.233749 106.057472 126.404648 lh
12_939 149.954758 107.071472 126.35965 lh
12_940 160.36676 108.479485 126.057663 lh
12_941 160.56076 109.229485 125.334656 lh
12_942 151.234756 108.648483 126.016647 lh
12_943 160.993759 110.018486 125.718658 lh
12_944 151.619751 109.331482 126.123642 lh
12_945 161.292755 110.867485 125.995667 lh
12_946 151.962753 110.186478 126.222641 lh
12_947 161.508759 111.579491 126.361664 lh
12_948 152.186752 111.065483 126.33165 lh
12_949 161.575745 112.448486 126.439667 lh
12_950 161.355743 112.995491 125.714661 lh
12_951 152.340759 112.007477 126.324661 lh
12_952 161.134735 113.838486 125.452667 lh
12_953 152.385742 113.077477 126.401657 lh
12_954 160.999741 114.744484 126.210663 lh
12_955 152.239746 114.272484 126.437653 lh
12_956 160.529739 115.410484 125.555664 lh
12_957 160.549744 115.629486 126.351654 lh
12_958 151.895737 115.18248 126.506653 lh
12_959 160.249741 116.047485 125.876663 lh
12_960 159.866745 116.684486 125.702667 lh
12_961 151.189743 116.097481 126.303665 lh
12_962 150.521744 116.402473 127.049667 lh
12_963 159.550735 117.133492 126.323654 lh
12_964 159.082733 117.639488 126.232666 lh
12_965 158.465744 118.221489 125.988663 lh
12_966 157.991745 118.618484 125.781662 lh
12_967 154.872742 119.645477 127.022659 lh
12_968 153.604736 119.157478 127.578659 lh
12_969 150.047745 118.40947 127.041656 lh
12_970 149.672745 117.733475 126.244659 lh
12_971 149.684738 118.161476 126.522659 lh
12_972 149.737732 117.729469 126.92366 lh
12_973 157.460739 119.19249 125.360657 lh
12_974 156.297745 119.467484 126.306656 lh
12_975 153.153732 120.480476 126.396652 lh
12_976 152.852737 119.79248 126.988663 lh
12_977 152.285736 120.155479 126.412659 lh
12_978 151.963745 119.591476 126.945663 lh
12_979 150.516739 119.296471 126.378662 lh
12_980 151.40274 119.774483 126.430664 lh
12_981 151.094742 119.012482 127.215652 lh
12_982 153.268768 97.705276 127.085648 lh
12_983 152.466766 97.641281 126.795639 lh
12_984 151.506775 97.740181 126.925644 lh
12_985 150.709763 98.043274 126.84465 lh
12_986 150.034775 98.483475 126.522644 lh
12_987 154.003769 98.175484 126.853638 lh
12_988 154.563766 98.817482 126.953644 lh
12_989 149.388763 98.761475 126.836639 lh
12_990 154.861771 99.449478 126.47464 lh
12_991 148.966766 99.371475 126.499649 lh
12_992 155.297775 100.161484 126.690643 lh
12_993 148.457764 100.178474 126.886642 lh
12_994 155.805756 101.033478 126.649643 lh
12_995 156.270752 101.757477 126.869644 lh
12_996 148.204758 100.85347 127.253647 lh
12_997 156.571747 102.401482 126.284637 lh
12_998 148.079758 101.553474 127.353638 lh
12_999 157.029755 103.09449 126.451645 lh
12_1000 148.004761 102.418472 127.554642 lh
12_1001 157.56076 103.898491 126.59964 lh
12_1002 148.089752 103.300476 127.65065 lh
12_1003 148.25676 104.090469 127.807648 lh
12_1004 158.223755 104.894485 126.751648 lh
12_1005 148.518753 104.708473 127.256638 lh
12_1006 158.699753 105.738487 126.561646 lh
12_1007 148.795761 105.417473 127.291641 lh
12_1008 149.136749 106.083473 127.442642 lh
12_1009 159.817749 107.348488 126.949661 lh
12_1010 159.255753 106.614487 126.653641 lh
12_1011 149.561752 106.719475 127.29364 lh
12_1012 160.364761 108.142487 126.943665 lh
12_1013 150.67775 107.97847 126.385651 lh
12_1014 150.158752 107.57547 127.412643 lh
12_1015 160.805756 109.091484 126.407654 lh
12_1016 151.129761 108.77948 127.048645 lh
12_1017 150.635757 108.15847 127.26265 lh
12_1018 161.224747 109.877487 126.742661 lh
12_1019 151.628754 109.609482 126.982651 lh
12_1020 161.530746 110.758492 126.991653 lh
12_1021 161.715759 111.654488 127.197662 lh
12_1022 152.16275 111.310478 127.165649 lh
12_1023 161.791733 112.616486 127.575653 lh
12_1024 161.509735 113.620491 126.754654 lh
12_1025 161.232742 114.606491 127.175659 lh
12_1026 160.762741 115.409485 127.13266 lh
12_1027 160.071732 116.44149 126.851654 lh
12_1028 152.079742 114.476479 127.187653 lh
12_1029 151.566742 115.332481 127.424667 lh
12_1030 159.189743 117.271484 127.269653 lh
12_1031 158.483734 117.890488 126.815659 lh
12_1032 157.561737 118.480484 126.575653 lh
12_1033 156.202744 118.550484 127.50766 lh
12_1034 155.488739 118.150482 128.330658 lh
12_1035 154.812744 118.715477 127.849655 lh
12_1036 154.63974 118.147484 128.480667 lh
12_1037 153.873734 118.343483 128.309662 lh
12_1038 152.877731 118.339478 128.273666 lh
12_1039 152.253738 118.981483 127.610657 lh
12_1040 151.956741 118.211479 128.255661 lh
12_1041 151.392746 118.498482 127.832657 lh
12_1042 151.271744 118.02948 128.196655 lh
12_1043 150.672745 118.17347 127.769653 lh
12_1044 149.915741 117.125473 127.038666 lh
12_1045 152.690765 97.447083 127.791641 lh
12_1046 151.730774 97.463181 127.741638 lh
12_1047 153.55777 97.707382 127.839645 lh
12_1048 150.778763 97.71067 127.720642 lh
12_1049 154.373764 98.395477 127.838638 lh
12_1050 149.796768 98.206474 127.488647 lh
12_1051 154.96077 99.356483 127.452652 lh
12_1052 154.767776 98.895477 128.152649 lh
12_1053 148.928772 98.928474 127.503647 lh
12_1054 155.577759 100.422478 127.709641 lh
12_1055 148.465775 99.54847 128.005646 lh
