subcv ProbeID subcvName rgbx rgby rgbz A
10 10_419 Left-Thalamus-Proper 0 118 14 0
10 10_420 Left-Thalamus-Proper 0 118 14 0
10 10_421 Left-Thalamus-Proper 0 118 14 0
10 10_422 Left-Thalamus-Proper 0 118 14 0
10 10_423 Left-Thalamus-Proper 0 118 14 0
10 10_424 Left-Thalamus-Proper 0 118 14 0
10 10_425 Left-Thalamus-Proper 0 118 14 0
10 10_426 Left-Thalamus-Proper 0 118 14 0
10 10_427 Left-Thalamus-Proper 0 118 14 0
10 10_428 Left-Thalamus-Proper 0 118 14 0
10 10_429 Left-Thalamus-Proper 0 118 14 0
10 10_430 Left-Thalamus-Proper 0 118 14 0
10 10_431 Left-Thalamus-Proper 0 118 14 0
10 10_432 Left-Thalamus-Proper 0 118 14 0
10 10_433 Left-Thalamus-Proper 0 118 14 0
10 10_434 Left-Thalamus-Proper 0 118 14 0
10 10_435 Left-Thalamus-Proper 0 118 14 0
10 10_436 Left-Thalamus-Proper 0 118 14 0
10 10_437 Left-Thalamus-Proper 0 118 14 0
10 10_438 Left-Thalamus-Proper 0 118 14 0
10 10_439 Left-Thalamus-Proper 0 118 14 0
10 10_440 Left-Thalamus-Proper 0 118 14 0
10 10_441 Left-Thalamus-Proper 0 118 14 0
10 10_442 Left-Thalamus-Proper 0 118 14 0
10 10_443 Left-Thalamus-Proper 0 118 14 0
10 10_444 Left-Thalamus-Proper 0 118 14 0
10 10_445 Left-Thalamus-Proper 0 118 14 0
10 10_446 Left-Thalamus-Proper 0 118 14 0
10 10_447 Left-Thalamus-Proper 0 118 14 0
10 10_448 Left-Thalamus-Proper 0 118 14 0
10 10_449 Left-Thalamus-Proper 0 118 14 0
10 10_450 Left-Thalamus-Proper 0 118 14 0
10 10_451 Left-Thalamus-Proper 0 118 14 0
10 10_452 Left-Thalamus-Proper 0 118 14 0
10 10_453 Left-Thalamus-Proper 0 118 14 0
10 10_454 Left-Thalamus-Proper 0 118 14 0
10 10_455 Left-Thalamus-Proper 0 118 14 0
10 10_456 Left-Thalamus-Proper 0 118 14 0
10 10_457 Left-Thalamus-Proper 0 118 14 0
10 10_458 Left-Thalamus-Proper 0 118 14 0
10 10_459 Left-Thalamus-Proper 0 118 14 0
10 10_460 Left-Thalamus-Proper 0 118 14 0
10 10_461 Left-Thalamus-Proper 0 118 14 0
10 10_462 Left-Thalamus-Proper 0 118 14 0
10 10_463 Left-Thalamus-Proper 0 118 14 0
10 10_464 Left-Thalamus-Proper 0 118 14 0
10 10_465 Left-Thalamus-Proper 0 118 14 0
10 10_466 Left-Thalamus-Proper 0 118 14 0
10 10_467 Left-Thalamus-Proper 0 118 14 0
10 10_468 Left-Thalamus-Proper 0 118 14 0
10 10_469 Left-Thalamus-Proper 0 118 14 0
10 10_470 Left-Thalamus-Proper 0 118 14 0
10 10_471 Left-Thalamus-Proper 0 118 14 0
10 10_472 Left-Thalamus-Proper 0 118 14 0
10 10_473 Left-Thalamus-Proper 0 118 14 0
10 10_474 Left-Thalamus-Proper 0 118 14 0
10 10_475 Left-Thalamus-Proper 0 118 14 0
10 10_476 Left-Thalamus-Proper 0 118 14 0
10 10_477 Left-Thalamus-Proper 0 118 14 0
10 10_478 Left-Thalamus-Proper 0 118 14 0
10 10_479 Left-Thalamus-Proper 0 118 14 0
10 10_480 Left-Thalamus-Proper 0 118 14 0
10 10_481 Left-Thalamus-Proper 0 118 14 0
10 10_482 Left-Thalamus-Proper 0 118 14 0
10 10_483 Left-Thalamus-Proper 0 118 14 0
10 10_484 Left-Thalamus-Proper 0 118 14 0
10 10_485 Left-Thalamus-Proper 0 118 14 0
10 10_486 Left-Thalamus-Proper 0 118 14 0
10 10_487 Left-Thalamus-Proper 0 118 14 0
10 10_488 Left-Thalamus-Proper 0 118 14 0
10 10_489 Left-Thalamus-Proper 0 118 14 0
10 10_490 Left-Thalamus-Proper 0 118 14 0
10 10_491 Left-Thalamus-Proper 0 118 14 0
10 10_492 Left-Thalamus-Proper 0 118 14 0
10 10_493 Left-Thalamus-Proper 0 118 14 0
10 10_494 Left-Thalamus-Proper 0 118 14 0
10 10_495 Left-Thalamus-Proper 0 118 14 0
10 10_496 Left-Thalamus-Proper 0 118 14 0
10 10_497 Left-Thalamus-Proper 0 118 14 0
10 10_498 Left-Thalamus-Proper 0 118 14 0
10 10_499 Left-Thalamus-Proper 0 118 14 0
10 10_500 Left-Thalamus-Proper 0 118 14 0
10 10_501 Left-Thalamus-Proper 0 118 14 0
10 10_502 Left-Thalamus-Proper 0 118 14 0
10 10_503 Left-Thalamus-Proper 0 118 14 0
10 10_504 Left-Thalamus-Proper 0 118 14 0
10 10_505 Left-Thalamus-Proper 0 118 14 0
10 10_506 Left-Thalamus-Proper 0 118 14 0
10 10_507 Left-Thalamus-Proper 0 118 14 0
10 10_508 Left-Thalamus-Proper 0 118 14 0
10 10_509 Left-Thalamus-Proper 0 118 14 0
10 10_510 Left-Thalamus-Proper 0 118 14 0
10 10_511 Left-Thalamus-Proper 0 118 14 0
10 10_512 Left-Thalamus-Proper 0 118 14 0
10 10_513 Left-Thalamus-Proper 0 118 14 0
10 10_514 Left-Thalamus-Proper 0 118 14 0
